date,temp_max,temp_min,temp_mean,precipitation,windspeed,winddirection
2024-04-09,13.1,6.8,9.7,1.3,27.5,257
2024-04-10,14.4,4.1,9.8,0.0,11.2,271
2024-04-11,17.6,10.4,13.4,0.3,8.8,224
2024-04-12,21.8,7.4,14.7,0.0,10.2,106
2024-04-13,24.5,9.1,16.6,0.0,12.2,193
2024-04-14,21.4,9.7,15.5,0.0,14.0,334
2024-04-15,13.6,9.0,11.5,1.5,35.2,274
2024-04-16,12.8,6.4,9.5,1.4,24.5,284
2024-04-17,12.4,4.7,8.5,2.7,24.3,311
2024-04-18,12.4,4.3,8.5,0.6,19.6,356
2024-04-19,15.9,4.3,10.0,0.0,22.9,276
2024-04-20,11.1,6.3,9.0,0.1,19.5,22
2024-04-21,11.4,4.7,7.8,0.4,23.7,13
2024-04-22,11.1,2.9,7.1,0.4,20.1,16
2024-04-23,11.2,1.7,6.8,0.3,18.2,6
2024-04-24,11.5,4.0,8.2,0.4,17.3,320
2024-04-25,12.9,5.8,9.1,0.6,10.1,114
2024-04-26,13.2,5.7,9.7,4.8,19.1,197
2024-04-27,16.5,8.7,11.5,13.3,19.3,148
2024-04-28,15.6,8.1,11.6,2.3,24.7,220
2024-04-29,17.1,5.4,11.6,0.0,12.4,189
2024-04-30,18.1,10.2,13.9,1.3,16.6,166
2024-05-01,12.6,9.2,10.9,29.0,15.4,295
2024-05-02,15.2,8.4,11.0,0.7,21.3,266
2024-05-03,14.3,6.6,10.4,1.4,20.0,220
2024-05-04,13.4,8.5,10.7,15.6,13.5,138
2024-05-05,16.6,12.0,14.1,5.2,17.1,196
2024-05-06,15.5,8.9,12.2,6.0,25.0,217
2024-05-07,17.8,8.7,13.1,2.0,14.9,354
2024-05-08,19.2,9.7,14.3,0.0,16.0,27
2024-05-09,20.6,7.6,14.2,0.0,17.1,58
2024-05-10,23.0,11.0,17.1,0.0,16.6,61
2024-05-11,25.8,12.2,19.1,0.0,12.6,69
2024-05-12,20.8,13.6,17.4,0.9,21.5,212
2024-05-13,21.0,12.9,16.6,1.5,17.0,204
2024-05-14,17.0,11.6,14.4,13.9,20.2,205
2024-05-15,17.4,9.5,13.0,4.9,19.9,189
2024-05-16,16.5,7.7,12.2,1.5,17.1,195
2024-05-17,17.9,8.0,13.1,5.1,11.3,184
2024-05-18,19.3,9.8,14.4,3.9,7.7,26
2024-05-19,20.2,10.5,15.4,1.9,14.6,36
2024-05-20,18.1,11.9,14.8,14.5,14.6,71
2024-05-21,17.8,9.9,14.0,11.3,14.6,245
2024-05-22,18.4,11.0,14.4,8.0,21.6,243
2024-05-23,17.8,10.0,13.8,3.6,15.3,233
2024-05-24,18.6,9.1,13.9,1.0,10.4,2
2024-05-25,20.4,9.2,15.2,0.6,10.3,117
2024-05-26,19.4,13.2,16.3,1.3,22.5,237
2024-05-27,17.3,10.5,13.7,1.8,16.9,253
2024-05-28,17.6,10.6,14.6,1.0,21.1,229
2024-05-29,17.3,13.0,15.3,4.6,24.0,231
2024-05-30,17.7,11.1,14.6,1.8,27.8,302
2024-05-31,18.4,10.2,14.3,1.2,25.3,325
2024-06-01,17.2,12.6,14.4,2.8,21.6,2
2024-06-02,17.2,12.5,14.7,0.0,18.4,15
2024-06-03,21.4,9.4,15.6,0.0,13.7,32
2024-06-04,22.5,11.9,17.6,0.0,16.0,234
2024-06-05,20.1,11.8,16.6,0.3,15.9,276
2024-06-06,22.2,11.4,16.8,0.0,11.5,347
2024-06-07,21.7,10.0,16.3,0.0,13.1,21
2024-06-08,21.9,11.8,16.9,0.0,20.1,21
2024-06-09,20.7,10.9,16.0,0.0,16.7,19
2024-06-10,17.9,9.0,13.8,2.7,19.7,296
2024-06-11,18.4,8.3,13.6,0.1,13.2,7
2024-06-12,18.2,8.1,13.8,0.0,10.2,350
2024-06-13,21.2,7.6,15.1,0.5,19.4,208
2024-06-14,22.0,13.1,16.9,4.2,29.4,227
2024-06-15,18.0,11.3,14.9,0.8,27.4,234
2024-06-16,18.4,13.0,15.9,11.3,24.0,214
2024-06-17,22.8,14.9,18.5,7.9,13.8,226
2024-06-18,24.1,16.3,20.2,13.4,15.9,224
2024-06-19,23.1,17.0,19.4,8.0,15.6,64
2024-06-20,22.6,15.5,19.1,2.4,10.6,17
2024-06-21,22.5,15.2,17.8,1.9,20.6,257
2024-06-22,20.4,13.1,16.6,3.0,21.1,265
2024-06-23,22.3,10.1,17.1,0.0,9.2,3
2024-06-24,25.6,12.3,19.8,0.0,13.6,40
2024-06-25,28.1,17.1,22.9,0.0,14.8,46
2024-06-26,29.6,18.1,24.2,0.0,9.5,38
2024-06-27,28.4,18.0,23.5,0.0,19.5,278
2024-06-28,23.3,14.2,18.7,0.2,12.9,3
2024-06-29,23.8,16.1,19.2,5.1,21.5,29
2024-06-30,23.0,15.0,18.7,4.6,16.8,274
2024-07-01,20.7,16.2,18.2,0.0,15.0,305
2024-07-02,19.7,13.1,16.8,0.7,18.8,288
2024-07-03,20.9,11.6,16.6,0.1,24.2,262
2024-07-04,21.6,15.1,18.2,0.4,18.3,274
2024-07-05,23.6,12.5,18.0,0.0,13.0,236
2024-07-06,20.4,13.8,17.3,0.3,21.2,259
2024-07-07,19.7,10.3,15.8,0.1,18.7,247
2024-07-08,25.0,11.1,18.2,0.5,11.8,116
2024-07-09,23.8,16.2,20.3,1.6,13.4,314
2024-07-10,24.5,17.7,20.7,0.1,17.2,245
2024-07-11,22.8,14.1,19.1,28.6,9.3,16
2024-07-12,21.1,13.8,17.4,1.0,17.7,298
2024-07-13,20.9,11.6,16.5,0.8,10.2,258
2024-07-14,23.6,12.1,18.5,0.0,7.9,141
2024-07-15,25.5,14.4,19.7,7.2,28.7,218
2024-07-16,22.0,15.2,18.6,0.8,24.8,243
2024-07-17,25.6,11.9,19.0,0.0,13.0,94
2024-07-18,29.7,15.6,22.8,0.0,12.6,83
2024-07-19,30.4,17.3,23.9,0.0,14.1,259
2024-07-20,28.2,16.5,22.0,7.5,18.9,263
2024-07-21,25.6,17.5,20.8,7.5,21.3,298
2024-07-22,22.1,14.3,18.9,0.0,18.1,253
2024-07-23,24.7,18.2,21.1,1.1,22.1,263
2024-07-24,24.8,13.4,19.5,0.0,8.7,50
2024-07-25,27.2,15.4,21.5,0.0,11.4,258
2024-07-26,25.0,18.0,21.6,3.4,14.1,271
2024-07-27,23.3,16.9,20.0,7.8,13.4,294
2024-07-28,25.6,14.3,20.3,0.1,20.3,61
2024-07-29,33.4,18.5,25.5,0.0,16.4,79
2024-07-30,34.3,21.8,27.8,0.4,9.8,118
2024-07-31,32.5,21.2,26.5,0.0,14.8,153
2024-08-01,30.0,20.8,25.3,0.7,17.4,248
2024-08-02,26.9,19.0,22.9,0.0,15.2,301
2024-08-03,24.4,14.7,20.4,0.0,16.3,267
2024-08-04,25.7,18.2,21.8,0.0,16.9,268
2024-08-05,26.7,13.6,20.8,0.0,9.8,270
2024-08-06,28.4,15.7,21.8,0.0,17.9,271
2024-08-07,25.2,17.9,20.9,0.6,16.0,303
2024-08-08,26.2,13.7,20.4,0.0,9.7,267
2024-08-09,26.5,16.0,21.8,0.0,18.1,272
2024-08-10,28.6,17.0,23.1,0.0,12.2,25
2024-08-11,33.5,20.8,26.8,0.0,20.3,70
2024-08-12,33.1,21.9,27.4,0.0,20.0,206
2024-08-13,24.6,20.5,22.7,0.9,15.3,252
2024-08-14,24.8,16.2,21.2,0.7,14.1,274
2024-08-15,25.5,14.5,19.9,0.0,14.3,290
2024-08-16,25.5,15.8,20.7,0.0,16.6,239
2024-08-17,20.9,17.3,19.3,22.9,20.3,246
2024-08-18,21.0,14.2,17.7,0.0,16.4,310
2024-08-19,23.0,11.2,17.5,0.0,9.5,61
2024-08-20,24.2,12.3,18.0,1.4,23.8,258
2024-08-21,21.5,10.4,16.3,0.0,10.7,313
2024-08-22,25.0,10.2,18.1,0.0,13.4,213
2024-08-23,26.2,15.0,20.6,0.9,24.1,224
2024-08-24,28.4,15.3,20.5,0.9,34.5,236
2024-08-25,21.9,10.3,16.1,0.0,10.8,291
2024-08-26,22.9,11.1,17.0,0.0,9.0,360
2024-08-27,26.8,12.4,19.5,0.0,12.7,70
2024-08-28,30.5,14.2,22.2,0.0,15.5,191
2024-08-29,24.6,15.1,20.3,0.6,11.0,351
2024-08-30,21.7,16.1,18.7,10.4,16.8,37
2024-08-31,25.3,16.5,20.3,24.6,15.6,53
2024-09-01,25.4,18.5,21.5,0.2,21.4,198
2024-09-02,23.1,16.1,19.5,0.2,14.2,227
2024-09-03,21.9,16.6,19.1,0.8,10.6,265
2024-09-04,20.9,14.0,17.7,0.2,13.0,326
2024-09-05,20.4,14.3,16.9,4.7,14.2,301
2024-09-06,22.5,11.6,17.2,0.8,20.8,96
2024-09-07,21.4,14.0,17.4,13.5,17.1,167
2024-09-08,21.2,12.6,16.6,2.8,22.9,224
2024-09-09,20.9,15.0,17.3,2.0,23.9,278
2024-09-10,18.4,10.6,15.1,0.0,24.6,256
2024-09-11,17.2,11.3,15.3,2.0,22.4,279
2024-09-12,16.7,7.6,12.0,0.7,15.5,306
2024-09-13,16.9,7.0,11.9,0.0,14.9,350
2024-09-14,17.9,7.1,12.2,0.0,14.3,47
2024-09-15,18.6,7.3,12.7,0.0,14.2,42
2024-09-16,20.1,9.6,14.7,0.0,20.5,26
2024-09-17,20.7,12.3,16.5,0.0,29.0,38
2024-09-18,22.2,13.7,17.8,0.1,25.9,55
2024-09-19,22.8,12.8,17.5,0.0,15.1,61
2024-09-20,22.1,12.6,16.7,3.5,13.8,82
2024-09-21,22.8,12.2,17.6,7.4,15.0,123
2024-09-22,18.4,14.0,16.4,5.2,12.6,194
2024-09-23,17.7,12.2,14.4,4.7,20.8,216
2024-09-24,19.4,12.5,15.4,0.6,21.2,232
2024-09-25,18.1,12.6,15.5,31.4,27.5,202
2024-09-26,19.3,13.6,16.7,15.1,34.4,228
2024-09-27,17.0,11.5,13.0,7.3,33.4,244
2024-09-28,15.0,6.7,11.1,0.1,15.4,322
2024-09-29,14.5,6.4,10.4,1.0,16.9,132
2024-09-30,18.9,13.5,15.6,1.4,32.9,233
2024-10-01,14.1,10.2,12.9,8.6,14.3,255
2024-10-02,17.0,9.2,12.5,1.1,15.7,292
2024-10-03,15.6,9.8,12.1,0.2,18.5,22
2024-10-04,15.2,6.0,10.5,0.0,12.0,43
2024-10-05,16.9,6.2,11.2,0.0,18.2,97
2024-10-06,19.8,11.6,15.6,6.5,23.2,197
2024-10-07,17.6,13.8,15.8,9.3,24.4,195
2024-10-08,18.5,13.0,15.2,3.4,28.1,207
2024-10-09,20.4,12.6,15.7,38.9,36.8,207
2024-10-10,16.2,10.4,13.5,0.5,20.9,266
2024-10-11,15.5,7.2,11.5,0.4,13.2,90
2024-10-12,20.4,9.8,14.8,2.8,24.7,187
2024-10-13,18.2,12.4,15.3,0.3,11.5,51
2024-10-14,22.0,12.2,16.4,0.0,17.9,219
2024-10-15,22.3,14.8,17.9,1.8,17.0,95
2024-10-16,23.9,17.0,19.4,4.5,18.8,170
2024-10-17,18.0,14.2,16.2,20.6,19.7,305
2024-10-18,16.3,10.1,13.9,5.2,24.6,323
2024-10-19,16.2,9.5,12.9,4.5,25.4,199
2024-10-20,20.1,10.0,14.7,0.0,20.9,194
2024-10-21,21.9,12.0,16.5,1.2,30.3,202
2024-10-22,16.2,8.7,11.5,0.2,10.7,337
2024-10-23,17.5,8.7,12.2,0.0,17.2,66
2024-10-24,20.7,7.1,13.2,0.1,12.6,126
2024-10-25,16.9,12.9,14.6,8.3,19.0,184
2024-10-26,15.2,12.4,13.5,10.4,12.1,343
2024-10-27,17.0,11.0,14.2,2.6,12.4,41
2024-10-28,17.2,10.0,13.2,0.2,8.2,18
2024-10-29,14.7,9.1,12.0,0.0,7.6,46
2024-10-30,15.4,11.7,13.3,0.0,18.0,57
2024-10-31,14.7,10.4,12.5,0.0,16.0,74
2024-11-01,13.3,10.4,11.7,0.0,12.7,67
2024-11-02,12.8,10.9,11.6,0.0,17.0,69
2024-11-03,14.1,7.8,10.7,0.0,14.7,78
2024-11-04,14.1,8.1,10.4,0.0,11.7,70
2024-11-05,17.3,9.8,12.4,0.0,7.5,46
2024-11-06,14.1,10.5,12.3,0.0,14.3,52
2024-11-07,14.6,9.1,11.8,0.2,15.6,82
2024-11-08,14.6,9.2,11.2,0.0,13.5,79
2024-11-09,16.3,7.8,11.4,0.0,8.7,109
2024-11-10,14.2,10.1,11.7,0.1,13.6,4
2024-11-11,13.3,6.7,9.5,0.2,15.5,10
2024-11-12,11.0,5.9,8.5,1.2,24.3,21
2024-11-13,9.9,5.7,8.0,0.0,19.1,55
2024-11-14,11.7,4.0,7.1,0.0,13.9,52
2024-11-15,10.8,4.5,7.0,0.0,12.2,65
2024-11-16,8.4,1.5,4.2,0.0,9.2,71
2024-11-17,8.9,1.0,5.4,0.1,11.0,250
2024-11-18,11.5,5.8,8.7,1.3,20.1,238
2024-11-19,13.6,8.0,11.0,24.0,33.0,244
2024-11-20,8.1,2.3,5.4,0.3,20.9,296
2024-11-21,9.9,0.1,2.9,12.7,32.6,95
2024-11-22,7.1,-1.0,2.4,0.1,19.7,254
